from,to,year,type,pps
AA,EMFC,2019,2,"1,4"
AA,GCFC,2019,2,1
AA,ASR,2013,2,2
AAG,CCA,2021,2,"0,67"
AAL,JU,2012,2,"2,4"
ABL,GCFC,2021,2,1
AC,IM,2019,2,3
AC,JU,2012,2,2
ACF,GI,2021,1,"1,2"
ACF,CPR,2021,1,"0,8"
ACF,GI,2020,1,1
ACF,VMO,2019,1,"0,2"
ACF,SPI,2019,1,"0,6"
ACF,PS,2017,1,1
ACF,VMO,2014,1,3
ACF,DR,2012,1,"1,6"
ACF,DR,2012,1,"1,2"
ACF,SM,2011,1,1
ACMI,MGI,2019,1,"1,2"
ACMI,GG,2019,1,"2,4"
ACMI,VMO,2017,1,"1,4"
ACMI,CB,2016,1,1
ACMI,SM,2016,1,"0,4"
ACMI,FI,2014,1,"1,8"
ACMI,MT,2014,1,1
ACMI,CS,2014,1,"1,8"
ACMO,GST,2022,1,"0,2"
ACNS,SCO,2012,1,"0,8"
ACNS,GSA,2012,1,"0,4"
ADI,USSA,2021,2,"0,8"
AMA,USSA,2014,2,0
AMA,PFC,2013,2,1
AMA,GCFC,2012,2,"0,67"
ANMA,GCFC,2017,2,"0,8"
ANSO,UCA,2021,2,2
API,JU,2020,2,"1,8"
ASH,GCFC,2020,2,"0,2"
ASO,VFC,2021,2,1
ASR,PF,2021,1,"1,4"
ASR,EDF,2019,1,2
ASR,CR,2019,1,"1,6"
ASR,LSP,2017,1,"2,4"
ASR,RG,2016,1,"1,4"
ASR,ERE,2014,1,"1,6"
ASR,ZZ,2013,1,"0,4"
ASR,AA,2013,1,2
ASR,LEN,2012,1,"0,6"
AST,UCA,2014,2,"2,4"
AST,IM,2012,2,"2,2"
AT,ERE,2016,1,"1,6"
AT,STCO,2015,1,"0,6"
ATE,NFC,2012,2,"1,6"
BC,ECO,2020,1,"0,2"
BC,ECO,2019,1,"0,2"
BC,FG,2019,1,0
BEC,MB,2017,1,0
BFC,SM,2022,1,"0,6"
BM,PFC,2011,2,"1,4"
CA,SSCN,2014,2,"2,4"
CAFC,LDC,2013,1,"0,8"
CAFC,RMA,2014,1,"1,2"
CAFC,RMA,2014,1,0
CAFC,VMO,2012,1,"0,4"
CB,USSA,2017,2,"0,8"
CB,ACMI,2016,2,"1,6"
CB,PC36,2013,2,0
CBE,PC36,2012,2,"1,2"
CC,MFI,2012,1,"0,4"
CCA,WM,2021,1,"0,6"
CCA,LS,2020,1,"0,4"
CCA,EDF,2021,1,"0,2"
CCA,WZ,2020,1,"0,8"
CCA,RMA,2020,1,"0,4"
CCA,DL,2018,1,"1,4"
CCA,MARA,2017,1,"0,6"
CCA,GIF,2014,1,2
CCA,ZZ,2014,1,"0,4"
CCA,GZO,2015,1,"0,2"
CCA,ZZ,2015,1,"0,2"
CCA,DL,2014,1,"0,6"
CCA,IP,2014,1,1
CCA,IP,2013,1,1
CCA,DB,2012,1,"0,8"
CCA,MFI,2011,1,"0,6"
CCA,RODO,2011,1,"0,2"
CPR,ACF,2020,2,"0,4"
CPR,GCFC,2018,2,1
CR,SAG,2019,2,"1,2"
CR,ASR,2019,2,"1,4"
CR,IM,2011,2,"1,4"
CS,ACMI,2014,2,2
CVE,LDA,2018,1,"0,2"
CVE,GPV,2018,1,"0,25"
CVE,RMA,2018,1,"0,4"
CVE,ECO,2014,1,"0,2"
CVE,GSA,2013,2,"0,8"
CVE,DDC,2012,1,0
CVE,ECO,2013,1,"1,2"
DAR,FCCE,2011,2,"1,8"
DB,USC,2023,2,"0,4"
DB,GCFC,2020,2,"1,6"
DB,GCFC,2017,2,"1,6"
DB,PFC,2016,2,"0,8"
DB,PFC,2016,2,"1,6"
DB,FCBO,2014,2,"1,2"
DB,GCFC,2013,2,"1,8"
DB,CCA,2011,2,1
DBO,PFC,2017,2,"1,6"
DDC,CVE,2018,2,1
DDC,FCCE,2014,2,"0,2"
DDC,USLI,2014,2,"1,4"
DEM,PFC,2011,2,2
DL,BC,2020,2,"0,4"
DL,CCA,2017,2,"1,8"
DL,PFC,2017,2,1
DL,CCA,2013,2,"1,2"
DN,USS,2021,2,"0,6"
DN,FCT,2021,2,"1,4"
DN,GCFC,2019,2,1
DN,UCA,2018,2,1
DN,USLI,2014,2,0
DR,SAG,2012,2,"1,4"
DR,ACF,2011,2,1
DST,SAG,2022,2,"0,8"
ECO,BC,2019,2,0
ECO,PFC,2016,2,"0,8"
ECO,CVE,2013,1,"1,2"
ECO,CVE,2012,2,"1,4"
EDF,HV,2021,2,0
EDF,CCA,2020,2,"1,4"
EDF,SAG,2019,2,"0,6"
EDF,ASR,2017,2,"2,4"
EDF,USSA,2014,2,"0,8"
EMFC,AA,2021,1,"1,4"
EMFC,AA,2018,1,"0,2"
EMFC,GI,2019,1,"0,8"
EMFC,MGI,2016,1,"1,4"
EMFC,MS,2014,1,"0,8"
EMO,NFC,2012,2,1
ERE,AT,2015,2,"1,2"
ERE,LR,2014,2,"2,2"
FACA,FCCA,2015,2,"0,8"
FAL,PC,2020,2,"0,8"
FCAL,MLO,2018,1,"0,4"
FCBO,FI,2019,1,"0,4"
FCBO,RODO,2018,1,"0,2"
FCBO,DR,2015,1,"0,6"
FCBO,SPI,2014,1,"0,8"
FCBO,PIB,2011,1,"0,2"
FCCA,GSA,2015,1,"0,8"
FCCA,FACA,2015,1,"0,4"
FCCE,PIB,2014,1,"0,4"
FCCE,DAR,2012,1,"0,2"
FCCE,MGI,2011,1,"0,6"
FCCR,GST,2021,1,0
FCCR,WZ,2018,1,"1,4"
FCCR,DN,2017,1,"1,2"
FCT,DN,2021,1,"0,6"
FCT,MGI,2021,1,"1,2"
FCT,MLO,2020,1,"0,6"
FCT,WM,2020,1,"1,2"
FCT,SM,2018,1,"1,2"
FCT,GPV,2016,1,"0,6"
FDB,IM,2016,2,2
FG,BC,2019,2,0
FI,FCBO,2018,2,"0,8"
FI,LR,2016,2,"1,4"
FI,ACMI,2014,2,"1,6"
FLO,SP,2023,2,3
FPE,HV,2016,2,"0,4"
GBS,PFC,2016,2,"1,5"
GC,HV,2021,2,1
GC,UCA,2020,2,1
GCFC,ASH,2021,1,"0,4"
GCFC,DB,2020,1,"0,8"
GCFC,RMA,2020,1,"0,4"
GCFC,DN,2020,1,"1,8"
GCFC,TM,2019,1,"0,4"
GCFC,AA,2019,1,"0,2"
GCFC,DB,2018,1,"1,8"
GCFC,IJ,2018,1,"0,2"
GCFC,CPR,2019,1,"0,8"
GCFC,IJ,2017,1,"0,8"
GCFC,IJ,2017,1,"0,4"
GCFC,ANMA,2017,1,"0,6"
GCFC,GPG,2016,1,"1,2"
GCFC,FAL,2013,1,"0,8"
GCFC,LDC,2012,1,"1,2"
GCFC,LUD,2013,1,1
GCFC,AMA,2012,1,"0,6"
GCFC,PMAR,2012,1,"0,6"
GCFC,AMA,2011,1,"1,2"
GG,SSCN,2019,2,"0,6"
GG,SSCN,2018,2,"0,6"
GG,ACMI,2017,2,1
GG,ACMI,2016,2,1
GI,ACF,2021,2,1
GI,ACF,2019,2,"1,6"
GI,EMFC,2018,2,2
GI,USSA,2017,2,2
GI,UCA,2016,2,"1,4"
GI,PFC,2016,2,"0,33"
GI,ACNS,2012,2,"0,6"
GIF,CCA,2015,2,"1,4"
GIMA,EMFC,2016,2,"0,8"
GPG,AT,2016,2,"0,6"
GPG,GCFC,2013,2,2
GPG,PFC,2012,2,1
GPG,PFC,2013,2,"0,5"
GPV,CVE,2018,2,"0,25"
GSA,FCCA,2015,2,"0,8"
GSA,PFC,2013,2,"1,6"
GSA,CVE,2013,2,"0,8"
GSA,PFC,2012,2,"0,8"
GST,FCCR,2018,2,"0,2"
GT,PFC,2016,2,"0,67"
GZO,CCA,2014,2,"1,4"
HV,GC,2022,1,"0,6"
HV,SBO,2022,1,0
HV,MZ,2023,1,"0,8"
HV,IT,2021,1,1
HV,EDF,2020,1,"0,4"
HV,IJ,2021,1,"0,8"
HV,LUD,2016,1,"1,2"
HV,ANMA,2015,1,"0,2"
IJ,FCT,2021,2,"1,4"
IJ,GCFC,2018,2,"0,4"
IJ,GCFC,2017,2,"0,8"
IJ,GCFC,2016,2,"1,6"
IM,AC,2021,1,"2,4"
IM,LSP,2019,1,"1,6"
IM,FDB,2016,1,"0,6"
IM,SVE,2016,1,"1,2"
IM,SPI,2017,1,"0,2"
IM,SVE,2017,1,"1,2"
IM,ROM,2016,1,"1,2"
IM,WM,2014,1,"1,6"
IM,AST,2013,1,"0,2"
IM,CR,2012,1,1
IM,GPG,2011,1,1
IP,CCA,2014,2,"1,4"
IP,CC,2012,2,"2,4"
IT,HV,2020,2,"1,6"
IT,UCA,2019,2,"1,4"
IT,UCA,2018,2,2
JM,ASR,2021,2,"2,4"
JU,API,2021,1,"2,4"
JU,MS,2020,1,"1,2"
JU,MAA,2019,1,"0,6"
JU,AC,2014,1,3
JU,MACA,2012,1,"2,6"
JU,AAL,2012,1,"1,4"
JU,AC,2012,1,"2,6"
JV,UCA,2018,2,"1,6"
LDA,CVE,2018,2,"1,8"
LDB,SPAL,2020,2,"0,6"
LDC,UCA,2016,2,"1,6"
LDC,CAFC,2014,2,"0,8"
LDC,GCFC,2012,2,"1,2"
LGO,SP,2021,2,1
LGO,UCA,2019,2,1
LR,SI,2021,1,"0,8"
LR,MBI,2016,1,"1,2"
LR,SPI,2016,1,1
LR,VP,2014,1,"0,8"
LR,ERE,2012,1,"1,4"
LS,SP,2023,2,"1,2"
LS,CCA,2021,2,"1,4"
LSP,SSCN,2021,2,3
LSP,IM,2017,2,"2,6"
LSP,ASR,2016,2,2
LUD,UCA,2016,2,"1,6"
LUD,HV,2015,2,"0,4"
LUD,GCFC,2012,2,0
MAA,JU,2021,2,1
MAA,JU,2014,2,3
MACA,JU,2012,2,"2,6"
MAP,CAFC,2014,2,"1,8"
MARA,CCA,2014,2,"0,8"
MB,HV,2023,2,"1,4"
MB,FCAL,2018,2,1
MBE,FCCE,2012,2,"0,2"
MFI,CCA,2012,2,"1,4"
MFI,CCA,2011,2,2
MGI,SAG,2021,2,"1,2"
MGI,FCT,2020,2,"0,2"
MGI,ACMI,2019,2,"1,2"
MGI,SAG,2016,2,"1,2"
MGI,EMFC,2014,2,"0,8"
MLO,FCT,2020,2,"0,8"
MOD,UCA,2017,2,"2,4"
MS,LR,2021,2,"1,6"
MS,JU,2019,2,"2,6"
MZ,HV,2022,2,"1,6"
NFC,EMO,2012,1,1
NFC,ATE,2012,1,"0,2"
PC,FAL,2021,1,"0,2"
PC,RD,2020,1,"1,8"
PC,MCO,2012,1,"0,8"
PC36,MOD,2017,1,0
PC36,GST,2012,1,"0,8"
PC36,CBE,2013,1,"0,2"
PF,ASR,2019,2,"2,2"
PFC,DB,2016,1,"1,6"
PFC,RDZ,2016,1,0
PFC,ECO,2017,1,"0,8"
PFC,DL,2017,1,0
PFC,GI,2016,1,"1,4"
PFC,DB,2016,1,"1,2"
PFC,GBS,2016,1,"1,2"
PFC,GT,2016,1,1
PFC,GI,2016,1,"0,4"
PFC,WN,2016,1,"0,2"
PFC,GSA,2012,1,"0,3"
PFC,GPG,2013,1,"0,4"
PFC,AMA,2013,1,1
PFC,GPG,2013,1,"0,5"
PFC,BM,2012,1,"0,4"
PFC,DEM,2011,1,"0,8"
PFC,SPI,2011,1,"1,8"
PMAR,GCFC,2011,2,"1,8"
PS,USS,2023,2,"1,2"
PS,ACF,2014,2,"2,4"
PZ,EMFC,2021,2,"0,8"
RB,SSCN,2013,2,"2,6"
RD,USL,2023,2,"2,2"
RD,SAG,2021,2,1
RD,PC,2021,2,"0,2"
RDZ,USSA,2018,2,2
RDZ,BEC,2017,2,0
RDZ,PFC,2016,2,1
RG,SSCN,2023,2,"1,6"
RG,ASR,2013,2,3
RMA,GCFC,2020,2,1
RMA,CCA,2018,2,1
RMA,CVE,2014,2,1
RMA,CAFC,2013,2,"1,2"
RMA,CAFC,2012,2,"1,6"
RODO,FCBO,2015,2,2
RODO,PC,2011,2,"1,8"
ROM,IM,2014,2,1
RP,ACMO,2022,2,"1,8"
SAG,MGI,2022,1,"0,2"
SAG,FT,2021,1,"0,4"
SAG,CR,2021,1,2
SAG,EDF,2019,1,"0,6"
SAG,MGI,2019,1,1
SAG,VMO,2016,1,"0,8"
SAG,WZ,2015,1,1
SAG,SM,2014,1,1
SAG,FP,2013,1,"1,2"
SAG,CF,2012,1,"1,4"
SBO,HV,2022,2,0
SP,VIT,2021,1,"1,2"
SCO,FCCR,2021,2,"0,6"
SCO,ACNS,2012,2,"1,6"
SCO,USL,2011,2,"0,8"
SI,IM,2021,2,"2,6"
SI,LR,2016,2,"1,8"
SM,FCBO,2019,2,"0,8"
SM,ACMI,2014,2,"1,8"
SM,SAG,2013,2,"1,8"
SP,LGO,2023,1,"0,8"
SP,FLO,2023,1,3
SP,TM,2021,1,"0,6"
SPAL,LS,2020,1,"0,6"
SPI,ACMI,2019,2,"0,8"
SPI,IM,2016,2,2
SPI,ACF,2017,2,"1,2"
SPI,ASR,2014,2,"1,2"
SPI,FCBO,2011,2,"1,8"
SSCN,LSP,2023,1,2
SSCN,GG,2021,1,"2,2"
SSCN,CA,2019,1,"0,6"
SSCN,MS,2018,1,2
SSCN,RB,2014,1,"1,4"
SSCN,WM,2013,1,"2,4"
STCO,USS,2020,2,"0,6"
STCO,UCA,2014,2,"0,6"
SVE,IM,2016,2,"2,25"
SVE,IM,2017,2,2
TM,BFC,2022,2,"0,8"
TM,SP,2021,2,"0,8"
TM,GCFC,2019,2,1
UCA,GC,2021,1,"1,4"
UCA,LGO,2020,1,1
UCA,IT,2019,1,"1,2"
UCA,JV,2018,1,"0,2"
UCA,DN,2019,1,"1,2"
UCA,IT,2018,1,"1,4"
UCA,MOD,2018,1,0
UCA,LUD,2017,1,"1,2"
UCA,GI,2016,1,"0,8"
UCA,LDC,2016,1,"0,8"
UCA,STCO,2016,1,"0,6"
UCA,AST,2014,1,"0,6"
UCA,FGU,2014,1,"1,2"
USC,MAL,2023,1,"0,2"
USL,MB,2023,1,1
USL,EDF,2011,1,"0,8"
USLI,APE,2014,1,0
USLI,DDC,2014,1,"0,2"
USS,DN,2023,1,"0,6"
USS,STCO,2021,1,1
USS,FACA,2020,1,"0,8"
USSA,RDZ,2021,1,2
USSA,GI,2018,1,"1,8"
USSA,CB,2017,1,"0,6"
USSA,EDF,2017,1,2
USSA,EDF,2014,1,"0,6"
USSA,AMA,2014,1,0
VFC,PZ,2021,1,0
VG,ACF,2012,2,2
VIT,ACF,2021,2,"1,8"
VMO,ACF,2019,2,"0,2"
VMO,SAG,2015,2,"0,8"
VMO,ACF,2012,2,"1,6"
VP,LR,2012,2,"1,8"
WM,CCA,2020,2,1
WM,FCT,2018,2,"2,2"
WM,FCT,2016,2,"2,2"
WM,IM,2013,2,"2,6"
WN,PFC,2016,2,"0,25"
WZ,CCA,2020,2,"1,4"
WZ,FCCR,2017,2,"0,6"
WZ,SAG,2014,2,2
ZZ,PC36,2017,2,"0,6"
ZZ,CCA,2015,2,"0,2"
ZZ,CCA,2014,2,"1,2"
ZZ,ASR,2012,2,"1,6"
